index,Year,NOC,Golds Prediction,Gold_lower_bound,Gold_upper_bound,Silvers Prediction,Silver_lower_bound,Silver_upper_bound,Bronzes Prediction,Bronze_lower_bound,Bronze_upper_bound,Medals Prediction,Medals_lower_bound,Medals_upper_bound,Host,Athletes,Females,Sports,Events,Athletes per Event,Gold_Lag1,Silver_Lag1,Bronze_Lag1,Athletes_Lag1,Females_Lag1,Sports_Lag1,Events_Lag1,Athletes per Event_Lag1,Gold_Lag2,Silver_Lag2,Bronze_Lag2,Athletes_Lag2,Females_Lag2,Sports_Lag2,Events_Lag2,Athletes per Event_Lag2,Gold_Lag3,Silver_Lag3,Bronze_Lag3,Athletes_Lag3,Females_Lag3,Sports_Lag3,Events_Lag3,Athletes per Event_Lag3,Gold_Lag4,Silver_Lag4,Bronze_Lag4,Athletes_Lag4,Females_Lag4,Sports_Lag4,Events_Lag4,Athletes per Event_Lag4,Gold_Lag5,Silver_Lag5,Bronze_Lag5,Athletes_Lag5,Females_Lag5,Sports_Lag5,Events_Lag5,Athletes per Event_Lag5,Gold_Lag6,Silver_Lag6,Bronze_Lag6,Athletes_Lag6,Females_Lag6,Sports_Lag6,Events_Lag6,Athletes per Event_Lag6,Gold_Lag7,Silver_Lag7,Bronze_Lag7,Athletes_Lag7,Females_Lag7,Sports_Lag7,Events_Lag7,Athletes per Event_Lag7,Gold_Lag8,Silver_Lag8,Bronze_Lag8,Athletes_Lag8,Females_Lag8,Sports_Lag8,Events_Lag8,Athletes per Event_Lag8,Gold_Lag9,Silver_Lag9,Bronze_Lag9,Athletes_Lag9,Females_Lag9,Sports_Lag9,Events_Lag9,Athletes per Event_Lag9,NOC_AFG,NOC_ALB,NOC_ALG,NOC_ANT,NOC_ARG,NOC_ARM,NOC_AUS,NOC_AUT,NOC_AZE,NOC_BAH,NOC_BDI,NOC_BEL,NOC_BER,NOC_BLR,NOC_BOH,NOC_BRA,NOC_BRN,NOC_BUL,NOC_CAN,NOC_CHN,NOC_CIV,NOC_CMR,NOC_COL,NOC_CPV,NOC_CRC,NOC_CUB,NOC_CYP,NOC_CZE,NOC_DEN,NOC_DJI,NOC_DMA,NOC_DOM,NOC_ECU,NOC_EGY,NOC_ESP,NOC_EST,NOC_ETH,NOC_EUN,NOC_FIN,NOC_FRA,NOC_FRG,NOC_GAB,NOC_GBR,NOC_GDR,NOC_GEO,NOC_GER,NOC_GHA,NOC_GRE,NOC_HAI,NOC_HKG,NOC_HUN,NOC_INA,NOC_IND,NOC_IOA,NOC_IRL,NOC_ISL,NOC_ISR,NOC_ITA,NOC_JAM,NOC_JOR,NOC_JPN,NOC_KAZ,NOC_KEN,NOC_KGZ,NOC_KOR,NOC_KOS,NOC_KSA,NOC_KUW,NOC_LAT,NOC_LCA,NOC_LTU,NOC_LUX,NOC_MAR,NOC_MAS,NOC_MDA,NOC_MEX,NOC_MGL,NOC_MKD,NOC_MNE,NOC_MOZ,NOC_NAM,NOC_NED,NOC_NGR,NOC_NOR,NOC_NZL,NOC_PAK,NOC_PAN,NOC_PER,NOC_PHI,NOC_POL,NOC_POR,NOC_PRK,NOC_PUR,NOC_QAT,NOC_ROC,NOC_ROU,NOC_RSA,NOC_RUS,NOC_SAM,NOC_SEN,NOC_SGP,NOC_SMR,NOC_SRB,NOC_SUI,NOC_SUR,NOC_SVK,NOC_SWE,NOC_SYR,NOC_TCH,NOC_THA,NOC_TJK,NOC_TKM,NOC_TOG,NOC_TPE,NOC_TTO,NOC_TUN,NOC_TUR,NOC_UGA,NOC_UKR,NOC_URS,NOC_USA,NOC_UZB,NOC_VEN,NOC_VIE,NOC_YUG,NOC_ZAM,NOC_ZIM
47,2028,LTU,0.38422612452218186,-0.6151479868890336,3.1080828736220862,0.18583647989988705,-0.6827724619059805,2.4347613709611444,1.8314657716142357,0.9417177693076821,4.079347895731521,2.4015283760363046,-0.35620267948733186,9.622192140314752,0,53.333333333333336,19.666666666666668,14.0,45.666666666666664,1.168,0.0,1.0,0.0,42.0,16.0,13.0,46.0,0.913,0.0,1.0,3.0,67.0,19.0,15.0,49.0,1.367,2.0,0.0,3.0,62.0,23.0,14.0,54.0,1.148,0.0,3.0,2.0,71.0,27.0,16.0,54.0,1.315,2.0,0.0,3.0,61.0,21.0,15.0,50.0,1.22,0.0,0.0,1.0,61.0,16.0,14.0,49.0,1.245,1.0,0.0,1.0,47.0,11.0,11.0,31.0,1.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,2028,PUR,0.8890198779762883,-0.40954865307718463,3.462246155566439,0.4702836464409139,-0.5308768888353761,2.3119828036934233,0.8975442445266713,-0.6167832821482777,2.2782692350060607,2.2568477689438735,-1.5572088240608384,8.052498194265922,0,42.666666666666664,25.0,14.333333333333334,27.0,1.58,1.0,0.0,0.0,37.0,24.0,15.0,24.0,1.542,1.0,0.0,0.0,40.0,27.0,15.0,27.0,1.481,0.0,1.0,1.0,25.0,6.0,8.0,25.0,1.0,0.0,0.0,1.0,69.0,22.0,16.0,60.0,1.15,0.0,0.0,1.0,69.0,6.0,12.0,57.0,1.211,0.0,1.0,1.0,51.0,8.0,13.0,45.0,1.133,0.0,0.0,1.0,80.0,7.0,12.0,74.0,1.081,0.0,0.0,1.0,9.0,0.0,3.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,2028,MGL,0.08439984131753686,-0.5876896855711728,1.8157917536692079,0.6100050800550298,-0.4561654324467881,1.644129545715297,1.4546321350162583,0.37102482527991126,2.7661014689849486,2.149037056388825,-0.6728302927380496,6.226022768369454,0,39.333333333333336,20.0,9.333333333333334,40.333333333333336,0.975,0.0,1.0,3.0,43.0,25.0,10.0,43.0,1.0,0.0,1.0,1.0,43.0,17.0,9.0,41.0,1.049,0.0,2.0,3.0,29.0,13.0,7.0,32.0,0.906,2.0,2.0,0.0,28.0,14.0,7.0,29.0,0.966,0.0,0.0,1.0,16.0,4.0,7.0,16.0,1.0,0.0,0.0,2.0,33.0,6.0,8.0,31.0,1.065,0.0,0.0,1.0,28.0,4.0,5.0,28.0,1.0,0.0,1.0,0.0,32.0,2.0,5.0,29.0,1.103,0.0,1.0,0.0,39.0,2.0,7.0,39.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2028,ARM,0.2364718331481308,-0.6671282923146731,1.8597776489694267,0.9095858454916113,-0.2755580978626624,2.5464703023478914,0.8963814809247812,-0.4063237061036435,2.5444044912644657,2.0424391595645233,-1.349010096280979,6.9506524425817835,0,21.0,4.0,7.666666666666667,22.333333333333332,0.94,0.0,2.0,2.0,17.0,3.0,8.0,19.0,0.895,1.0,3.0,0.0,31.0,7.0,8.0,32.0,0.969,0.0,1.0,1.0,24.0,4.0,9.0,30.0,0.8,0.0,1.0,4.0,24.0,2.0,7.0,24.0,1.0,0.0,0.0,1.0,25.0,2.0,10.0,26.0,0.962,1.0,1.0,0.0,32.0,2.0,11.0,36.0,0.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,2028,BUL,0.0,-3.618944700343287,2.9649592779326017,2.0152337262006736,-0.7036615159394136,5.366680165237404,0.0,-3.180306683702721,1.8690232211934463,2.0152337262006736,-7.5029128999854215,10.20066266436345,0,46.0,25.0,14.333333333333334,49.666666666666664,0.926,3.0,1.0,2.0,42.0,28.0,13.0,45.0,0.933,0.0,1.0,2.0,50.0,22.0,14.0,51.0,0.98,0.0,2.0,1.0,63.0,26.0,17.0,56.0,1.125,1.0,1.0,3.0,70.0,27.0,15.0,60.0,1.167,5.0,6.0,2.0,91.0,39.0,16.0,85.0,1.071,3.0,7.0,5.0,108.0,36.0,17.0,89.0,1.213,3.0,7.0,6.0,136.0,51.0,19.0,116.0,1.172,10.0,12.0,13.0,172.0,68.0,16.0,120.0,1.433,6.0,9.0,7.0,155.0,52.0,14.0,108.0,1.435,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,2028,KOS,1.680096519514834,0.6893144872620371,3.176939976569091,0.1822424605656363,-0.10399562748878666,2.382724254749526,0.0897784285714156,-0.1676329118062137,1.591934431715644,1.952117408651886,0.4176859479670368,7.151598663034261,0,9.333333333333334,6.0,5.0,9.333333333333334,1.0,2.0,0.0,0.0,11.0,6.0,6.0,11.0,1.0,1.0,0.0,0.0,8.0,5.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,2028,QAT,0.6547921013562954,-0.58009082936146,3.0178035863884625,0.641464281454915,-0.22368698932713055,2.311868932888268,0.45296752051637945,-0.8407289699314938,1.9885970455950357,1.7492239033275898,-1.6445067886200841,7.318269564871766,0,22.0,2.0,7.333333333333333,15.0,1.467,2.0,0.0,1.0,16.0,3.0,7.0,15.0,1.067,0.0,1.0,0.0,37.0,2.0,10.0,20.0,1.85,0.0,1.0,1.0,12.0,4.0,4.0,13.0,0.923,0.0,0.0,1.0,17.0,0.0,5.0,14.0,1.214,0.0,0.0,1.0,28.0,0.0,2.0,11.0,2.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,2028,JOR,0.6643396112191624,-0.07831486289906121,2.5699622506401374,0.4904351812994685,-0.03296773632787162,2.1756446530024336,0.5049710643080125,-0.09242900860977749,1.8251281206570664,1.6597458568266434,-0.20371160783671033,6.570735024299637,0,11.333333333333334,2.6666666666666665,6.666666666666667,12.0,0.944,0.0,1.0,1.0,14.0,4.0,8.0,15.0,0.933,1.0,0.0,0.0,8.0,1.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,2028,KGZ,0.0,-1.3640079531008529,1.4741516041470364,0.6911787262970641,-0.33001434864445217,2.6527761598833695,0.4532781479167607,-0.2027352558294373,1.9447334245188481,1.1444568742138248,-1.8967575575747424,6.071661188549253,0,16.0,5.0,6.0,17.0,0.941,0.0,2.0,1.0,16.0,5.0,7.0,17.0,0.941,0.0,1.0,2.0,20.0,4.0,9.0,22.0,0.909,0.0,0.0,1.0,48.0,13.0,9.0,59.0,0.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,2028,MAR,0.0,-2.291138813193307,1.3924641098716206,0.0,-1.9941932378909197,1.145544696466369,1.0366554813839621,-0.627446780368075,2.3952084656105113,1.0366554813839621,-4.912778831452302,4.933217271948501,0,51.666666666666664,17.0,17.333333333333332,37.0,1.396,1.0,0.0,0.0,46.0,14.0,18.0,37.0,1.243,0.0,0.0,1.0,48.0,19.0,13.0,39.0,1.231,0.0,0.0,1.0,63.0,17.0,12.0,40.0,1.575,0.0,1.0,1.0,47.0,11.0,7.0,35.0,1.343,0.0,1.0,4.0,55.0,9.0,9.0,28.0,1.964,0.0,0.0,2.0,34.0,2.0,7.0,28.0,1.214,1.0,1.0,1.0,44.0,1.0,7.0,24.0,1.833,1.0,0.0,2.0,27.0,3.0,4.0,25.0,1.08,2.0,0.0,0.0,34.0,1.0,6.0,18.0,1.889,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2028,ALG,0.0,-1.653355990301611,1.1027845689115694,0.0,-1.3402240027605021,0.8100528487163795,0.9948717312064694,-0.5400015993465865,2.1817402031877386,0.9948717312064694,-3.5335815924086997,4.094577620815688,0,55.0,14.5,14.0,47.5,1.158,0.0,2.0,0.0,64.0,10.0,13.0,48.0,1.333,1.0,0.0,0.0,38.0,17.0,12.0,29.0,1.31,0.0,1.0,1.0,56.0,22.0,12.0,44.0,1.273,1.0,1.0,3.0,47.0,10.0,10.0,42.0,1.119,2.0,0.0,1.0,45.0,6.0,9.0,29.0,1.552,1.0,0.0,1.0,35.0,2.0,7.0,27.0,1.296,0.0,0.0,2.0,33.0,0.0,4.0,17.0,1.941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,2028,CPV,0.4855300984401567,-0.2982577492895831,3.0570149510171793,0.16510709259234835,-0.5971484804782918,2.646096304428833,0.26667139199654066,-0.9578831766594795,1.767788916927843,0.9173085830290457,-1.8532894064273544,7.470900172373856,0,7.0,3.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,2028,PAN,0.43578415605169596,-0.39802069503026943,2.135238171117198,0.0,-0.9769881913742813,1.4921977976831158,0.43685817445190267,-0.9996643787988742,1.8600481689256954,0.8726423305035986,-2.374673265203425,5.4874841377260095,0,8.0,5.0,6.0,13.0,0.615,1.0,0.0,0.0,5.0,2.0,3.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,2028,SGP,0.11680444596792583,-0.6628353502626569,1.1366319238585232,0.441268277603426,-0.352283476140446,1.8298116345106905,0.29012033913003155,-1.15412691997958,1.837496715158539,0.8481930627013834,-2.169245746382683,4.803940273527753,0,23.5,15.5,9.0,24.0,0.979,1.0,0.0,0.0,24.0,15.0,7.0,24.0,1.0,0.0,0.0,2.0,23.0,15.0,9.0,29.0,0.793,0.0,1.0,0.0,25.0,14.0,6.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,2028,DMA,0.39119183224206955,-0.28751694517114,3.456841103734672,0.09540068305828697,-0.2916755330624404,3.2299654879798227,0.19492808383067928,-0.7416400083385276,2.189837324093982,0.6815205991310358,-1.3208324865721082,8.876643915808478,0,4.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,2028,PHI,0.0,-0.9374450427302587,1.7837724963458437,0.0,-1.326247533347792,1.2281637370834382,0.6738355618805096,-0.21800012265961086,2.1723650176217957,0.6738355618805096,-2.4816926987376617,5.184301251051077,0,18.0,10.333333333333334,9.333333333333334,23.333333333333332,0.771,1.0,2.0,1.0,19.0,10.0,11.0,26.0,0.731,0.0,1.0,0.0,13.0,6.0,8.0,13.0,1.0,0.0,1.0,0.0,12.0,4.0,6.0,18.0,0.667,0.0,0.0,1.0,26.0,2.0,9.0,29.0,0.897,0.0,0.0,1.0,31.0,5.0,11.0,40.0,0.775,0.0,1.0,0.0,47.0,7.0,10.0,45.0,1.044,0.0,0.0,1.0,28.0,0.0,6.0,20.0,1.4,0.0,0.0,3.0,8.0,0.0,3.0,7.0,1.143,0.0,0.0,1.0,4.0,0.0,2.0,6.0,0.667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,2028,ALB,0.39142836712475715,-0.32235623859985907,3.2546389183632205,0.056867895334677954,-0.4719967533930276,2.82461570887992,0.1827918260553023,-0.8093494772335551,1.9871094752321388,0.6310880885147374,-1.6037024692264419,8.06636410247528,0,8.0,3.0,4.0,9.0,0.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
